Ticker,Period,Date,Open,High,Low,Close,Volume
MTCH,Day,"Jan 11, 2024",38.869998931884766,38.900001525878906,36.86009979248047,37.63999938964844,8706801
MTCH,Day,"Jan 10, 2024",39.099998474121094,39.470001220703125,38.51499938964844,38.779998779296875,5270600
MTCH,Day,"Jan 09, 2024",42.20000076293945,42.42499923706055,38.58000183105469,39.040000915527344,18290900
MTCH,Day,"Jan 08, 2024",36.34000015258789,37.90999984741211,36.09000015258789,37.88999938964844,5295000
MTCH,Day,"Jan 05, 2024",36.06999969482422,37.084999084472656,36.064998626708984,36.68000030517578,4637600
MTCH,Day,"Jan 04, 2024",35.86000061035156,36.54499816894531,35.56999969482422,36.3650016784668,6276800
MTCH,Day,"Jan 03, 2024",35.689998626708984,36.0099983215332,34.8849983215332,35.86000061035156,11633900
MTCH,Day,"Jan 02, 2024",35.97999954223633,36.720001220703125,35.45000076293945,36.40999984741211,9218800
MTCH,Day,"Dec 29, 2023",36.5099983215332,36.77000045776367,36.14500045776367,36.5,4369300
MTCH,Day,"Dec 28, 2023",35.810001373291016,36.834999084472656,35.709999084472656,36.72999954223633,3571900
MTCH,Day,"Dec 27, 2023",35.40999984741211,35.869998931884766,35.29999923706055,35.810001373291016,5080800
MTCH,Day,"Dec 26, 2023",35.119998931884766,35.560001373291016,34.8650016784668,35.380001068115234,2800900
MTCH,Day,"Dec 22, 2023",35.16999816894531,35.470001220703125,34.84000015258789,35.20000076293945,2923000
MTCH,Day,"Dec 21, 2023",34.66999816894531,35.16999816894531,34.0099983215332,35.13999938964844,3148300
MTCH,Day,"Dec 20, 2023",34.7400016784668,35.435001373291016,34.11000061035156,34.18000030517578,3126300
MTCH,Day,"Dec 19, 2023",34.150001525878906,35.01499938964844,34.150001525878906,34.68000030517578,6435600
MTCH,Day,"Dec 18, 2023",33.95000076293945,34.400001525878906,33.540000915527344,34.02000045776367,5560000
MTCH,Day,"Dec 15, 2023",34.599998474121094,34.68000030517578,33.84000015258789,34.29999923706055,10130000
MTCH,Day,"Dec 14, 2023",34.16999816894531,35.08000183105469,33.9900016784668,34.529998779296875,7555800
MTCH,Day,"Dec 13, 2023",31.989999771118164,33.654998779296875,31.940000534057617,33.45000076293945,15127500
MTCH,Day,"Dec 12, 2023",32.7400016784668,32.869998931884766,31.719999313354492,32.02000045776367,7853500
MTCH,Day,"Dec 11, 2023",32.099998474121094,32.5,32.0,32.279998779296875,4645800
MTCH,Day,"Dec 08, 2023",32.0,32.60499954223633,31.655000686645508,32.099998474121094,5342100
MTCH,Day,"Dec 07, 2023",32.849998474121094,33.029998779296875,32.165000915527344,32.2400016784668,4212400
MTCH,Day,"Dec 06, 2023",32.88999938964844,33.540000915527344,32.439998626708984,32.849998474121094,7023600
MTCH,Day,"Dec 05, 2023",32.540000915527344,32.72999954223633,32.025001525878906,32.31999969482422,6840200
MTCH,Day,"Dec 04, 2023",33.08000183105469,33.665000915527344,32.779998779296875,32.849998474121094,8576800
MTCH,Day,"Dec 01, 2023",32.31999969482422,33.43000030517578,31.899999618530273,33.400001525878906,4798100
MTCH,Day,"Nov 30, 2023",32.689998626708984,32.779998779296875,31.90999984741211,32.380001068115234,9320200
MTCH,Day,"Nov 29, 2023",32.720001220703125,33.650001525878906,32.314998626708984,32.47999954223633,5670900
MTCH,Day,"Nov 28, 2023",31.670000076293945,32.54999923706055,31.329999923706055,32.5099983215332,3177200
MTCH,Day,"Nov 27, 2023",31.90999984741211,32.31999969482422,31.559999465942383,31.649999618530273,5516400
MTCH,Day,"Nov 24, 2023",31.8799991607666,32.165000915527344,31.700000762939453,32.029998779296875,2253400
MTCH,Day,"Nov 22, 2023",32.099998474121094,32.45500183105469,31.950000762939453,32.06999969482422,3242500
MTCH,Day,"Nov 21, 2023",32.29999923706055,32.369998931884766,31.780000686645508,31.84000015258789,2937200
MTCH,Day,"Nov 20, 2023",32.5,33.10499954223633,32.36000061035156,32.59000015258789,5503100
MTCH,Day,"Nov 17, 2023",31.649999618530273,32.4900016784668,30.959999084472656,32.43000030517578,6178700
MTCH,Day,"Nov 16, 2023",31.690000534057617,31.899999618530273,30.6200008392334,31.579999923706055,6624300
MTCH,Day,"Nov 15, 2023",30.920000076293945,32.119998931884766,30.90999984741211,31.979999542236328,6840900
MTCH,Day,"Nov 14, 2023",30.06999969482422,30.975000381469727,29.639999389648438,30.770000457763672,10506400
MTCH,Day,"Nov 13, 2023",29.6299991607666,29.979999542236328,29.100000381469727,29.1200008392334,8366900
MTCH,Day,"Nov 10, 2023",28.65999984741211,29.719999313354492,28.0,29.700000762939453,10454100
MTCH,Day,"Nov 09, 2023",30.0,30.229999542236328,28.860000610351562,28.889999389648438,5837900
MTCH,Day,"Nov 08, 2023",29.690000534057617,31.110000610351562,29.690000534057617,29.84000015258789,7044800
MTCH,Day,"Nov 07, 2023",28.600000381469727,30.139999389648438,28.43000030517578,29.989999771118164,6430100
MTCH,Day,"Nov 06, 2023",29.40999984741211,29.5,28.209999084472656,28.450000762939453,7565600
MTCH,Day,"Nov 03, 2023",29.68000030517578,30.739999771118164,29.280000686645508,29.440000534057617,14468100
MTCH,Day,"Nov 02, 2023",29.799999237060547,30.3700008392334,28.850000381469727,29.18000030517578,10447900
MTCH,Day,"Nov 01, 2023",30.200000762939453,30.399999618530273,27.850000381469727,29.290000915527344,21753600
MTCH,Day,"Oct 31, 2023",34.25,35.14500045776367,34.06999969482422,34.599998474121094,6960000
MTCH,Day,"Oct 30, 2023",34.380001068115234,34.900001525878906,33.70000076293945,34.040000915527344,4147900
MTCH,Day,"Oct 27, 2023",35.09000015258789,35.41999816894531,33.25,33.97999954223633,6039800
MTCH,Day,"Oct 26, 2023",34.939998626708984,35.63999938964844,34.56999969482422,34.91999816894531,4208700
MTCH,Day,"Oct 25, 2023",36.47999954223633,36.540000915527344,34.90999984741211,34.939998626708984,4144600
MTCH,Day,"Oct 24, 2023",35.4900016784668,37.01499938964844,35.48500061035156,36.880001068115234,4242500
MTCH,Day,"Oct 23, 2023",35.11000061035156,35.810001373291016,34.90999984741211,35.310001373291016,2615100
MTCH,Day,"Oct 20, 2023",36.189998626708984,36.2400016784668,35.47999954223633,35.52000045776367,2775500
MTCH,Day,"Oct 19, 2023",36.0,36.709999084472656,35.95000076293945,36.20000076293945,3469100
MTCH,Day,"Oct 18, 2023",35.9900016784668,36.119998931884766,35.279998779296875,35.5,3598300
MTCH,Day,"Oct 17, 2023",36.02000045776367,36.779998779296875,35.959999084472656,36.43000030517578,3499000
MTCH,Day,"Oct 16, 2023",35.70000076293945,36.61000061035156,35.68000030517578,36.38999938964844,4925600
MTCH,Day,"Oct 13, 2023",37.11000061035156,37.16999816894531,35.220001220703125,35.540000915527344,5897100
MTCH,Day,"Oct 12, 2023",38.04499816894531,38.11000061035156,37.06999969482422,37.38999938964844,3292500
MTCH,Day,"Oct 11, 2023",37.7599983215332,39.132999420166016,37.724998474121094,38.31999969482422,3896500
MTCH,Day,"Oct 10, 2023",37.56999969482422,38.084999084472656,37.5,37.77000045776367,2502000
MTCH,Day,"Oct 09, 2023",37.06999969482422,37.72999954223633,36.97999954223633,37.41999816894531,2033000
MTCH,Day,"Oct 06, 2023",36.650001525878906,37.61000061035156,36.04999923706055,37.29999923706055,3690800
MTCH,Day,"Oct 05, 2023",38.22999954223633,38.25,36.79999923706055,36.84000015258789,4515300
MTCH,Day,"Oct 04, 2023",38.04999923706055,38.323001861572266,37.4900016784668,37.9900016784668,2668600
MTCH,Day,"Oct 03, 2023",38.130001068115234,38.349998474121094,37.65999984741211,38.150001525878906,3081000
MTCH,Day,"Oct 02, 2023",39.0,39.029998779296875,37.650001525878906,38.11000061035156,5682500
MTCH,Day,"Sep 29, 2023",40.220001220703125,40.76499938964844,39.0099983215332,39.17499923706055,3910300
MTCH,Day,"Sep 28, 2023",39.63999938964844,40.130001068115234,39.02000045776367,39.47999954223633,4360400
MTCH,Day,"Sep 27, 2023",40.95000076293945,41.09000015258789,39.68000030517578,39.97999954223633,3700700
