Ticker,Period,Date,Open,High,Low,Close,Volume
HOLI,Month,"Dec 01, 2023",22.760000228881836,25.719999313354492,22.520000457763672,25.559999465942383,19620900
HOLI,Month,"Nov 01, 2023",20.43000030517578,23.780000686645508,20.0,22.799999237060547,9610000
HOLI,Month,"Oct 01, 2023",20.780000686645508,22.0,18.809999465942383,20.510000228881836,15044100
HOLI,Month,"Sep 01, 2023",18.979999542236328,20.200000762939453,18.600000381469727,19.84000015258789,5764200
HOLI,Month,"Aug 01, 2023",17.549999237060547,19.25,16.25,18.84000015258789,6240900
HOLI,Month,"Jul 01, 2023",17.56999969482422,17.940000534057617,16.920000076293945,17.530000686645508,2110600
HOLI,Month,"Jun 01, 2023",15.989999771118164,17.940000534057617,15.699999809265137,17.59000015258789,3468200
HOLI,Month,"May 01, 2023",16.0,16.549999237060547,15.130000114440918,15.760000228881836,1786400
HOLI,Month,"Apr 01, 2023",17.31999969482422,17.459999084472656,15.4399995803833,15.960000038146973,1530900
HOLI,Month,"Mar 01, 2023",18.56999969482422,18.56999969482422,16.420000076293945,17.329999923706055,2929000
HOLI,Month,"Feb 01, 2023",18.790000915527344,19.18000030517578,17.90999984741211,18.389999389648438,3012900
HOLI,Month,"Jan 01, 2023",16.559999465942383,19.479999542236328,16.479999542236328,18.639999389648438,4862000
HOLI,Month,"Dec 01, 2022",17.059999465942383,18.0,15.600000381469727,16.43000030517578,4242300
HOLI,Month,"Nov 01, 2022",16.170000076293945,19.8799991607666,15.979999542236328,17.100000381469727,7033100
HOLI,Month,"Oct 01, 2022",17.149999618530273,18.450000762939453,13.699999809265137,15.9399995803833,6444400
HOLI,Month,"Sep 01, 2022",16.950000762939453,20.43000030517578,16.709999084472656,17.100000381469727,16267500
HOLI,Month,"Aug 01, 2022",15.6899995803833,17.90999984741211,14.829999923706055,17.030000686645508,9357300
HOLI,Month,"Jul 01, 2022",14.789999961853027,16.139999389648438,14.529999732971191,15.770000457763672,5047300
HOLI,Month,"Jun 01, 2022",15.319999694824219,16.200000762939453,14.399999618530273,14.800000190734863,3944400
HOLI,Month,"May 01, 2022",15.029999732971191,16.520000457763672,14.5,15.239999771118164,5234800
HOLI,Month,"Apr 01, 2022",15.800000190734863,17.190000534057617,14.359999656677246,15.399999618530273,6058400
HOLI,Month,"Mar 01, 2022",14.15999984741211,17.979999542236328,12.460000038146973,15.970000267028809,15613000
HOLI,Month,"Feb 01, 2022",13.210000038146973,14.600000381469727,13.149999618530273,14.079999923706055,5215900
HOLI,Month,"Jan 01, 2022",14.649999618530273,16.889999389648438,11.6899995803833,13.210000038146973,13227900
HOLI,Month,"Dec 01, 2021",15.479999542236328,15.65999984741211,11.050000190734863,14.079999923706055,14429200
HOLI,Month,"Nov 01, 2021",19.899999618530273,20.209999084472656,13.65999984741211,15.460000038146973,12802200
HOLI,Month,"Oct 01, 2021",20.65999984741211,20.8700008392334,19.31999969482422,19.950000762939453,6099600
HOLI,Month,"Sep 01, 2021",19.5,21.239999771118164,19.049999237060547,20.690000534057617,6963600
HOLI,Month,"Aug 01, 2021",15.609999656677246,20.84000015258789,15.270000457763672,19.649999618530273,9372000
HOLI,Month,"Jul 01, 2021",14.920000076293945,16.020000457763672,14.199999809265137,15.079999923706055,7954400
HOLI,Month,"Jun 01, 2021",13.59000015258789,15.180000305175781,12.970000267028809,14.899999618530273,6731500
HOLI,Month,"May 01, 2021",13.550000190734863,13.890000343322754,12.630000114440918,13.5,3421000
HOLI,Month,"Apr 01, 2021",12.5600004196167,14.329999923706055,12.399999618530273,13.5600004196167,6258600
HOLI,Month,"Mar 01, 2021",15.289999961853027,15.859999656677246,12.350000381469727,12.520000457763672,10555700
HOLI,Month,"Feb 01, 2021",14.949999809265137,16.309999465942383,14.029999732971191,15.0600004196167,4857600
HOLI,Month,"Jan 01, 2021",14.6899995803833,15.5,12.960000038146973,13.920000076293945,4339300
HOLI,Month,"Dec 01, 2020",12.760000228881836,15.109999656677246,11.989999771118164,14.6899995803833,6957300
HOLI,Month,"Nov 01, 2020",11.270000457763672,13.289999961853027,11.039999961853027,12.609999656677246,4159700
HOLI,Month,"Oct 01, 2020",11.109999656677246,12.5600004196167,10.930000305175781,11.1899995803833,5793000
HOLI,Month,"Sep 01, 2020",10.920000076293945,11.479999542236328,9.829999923706055,11.050000190734863,7156800
HOLI,Month,"Aug 01, 2020",12.100000381469727,13.479999542236328,10.449999809265137,10.829999923706055,8784000
HOLI,Month,"Jul 01, 2020",13.300000190734863,13.84000015258789,11.800000190734863,12.100000381469727,4004700
HOLI,Month,"Jun 01, 2020",12.510000228881836,14.699999809265137,12.359999656677246,13.300000190734863,6529500
HOLI,Month,"May 01, 2020",14.039999961853027,14.579999923706055,12.319999694824219,12.489999771118164,4938800
HOLI,Month,"Apr 01, 2020",12.529999732971191,15.130000114440918,12.199999809265137,14.34000015258789,5366800
HOLI,Month,"Mar 01, 2020",15.119999885559082,15.899999618530273,9.520000457763672,12.899999618530273,5347600
HOLI,Month,"Feb 01, 2020",14.920000076293945,15.979999542236328,13.899999618530273,15.140000343322754,3948300
HOLI,Month,"Jan 01, 2020",16.65999984741211,17.59000015258789,14.850000381469727,14.90999984741211,3719000
